oldid,genre_ids,id,popularity,title,revenue
2898,[18],11177,12.286,Mask,42400000
5205,"[10751, 14, 878, 12, 35]",36819,13.685,Time Bandits,42365581
388,"[18, 80, 53]",455714,16.211,Bad Genius,42350000
3863,"[10751, 35]",23479,10.337,The Bad News Bears,42349782
276,"[18, 10749]",26022,20.969,My Name Is Khan,42345360
7643,"[18, 28, 53]",6341,13.607,Blue Thunder,42313354
2718,"[28, 80, 18, 53]",916,18.026,Bullitt,42300873
8658,"[28, 12, 878, 53]",10061,15.052,Escape from L.A.,42277365
9788,"[28, 12, 35, 10751, 14, 878]",1499,18.951,Teenage Mutant Ninja Turtles III,42273609
253,"[16, 18, 9648, 36]",339877,20.209,Loving Vincent,42187665
4603,"[28, 14, 12]",458576,88.772,Monster Hunter,42145959
6870,[35],10358,48.668,Zack and Miri Make a Porno,42105111
3650,"[80, 18]",180863,14.75,T2 Trainspotting,42067430
4918,"[35, 18, 10749]",9726,13.836,A Good Year,42064105
7905,"[35, 18, 10749]",38073,11.046,Going the Distance,42045846
2884,"[80, 35]",10141,13.529,Dirty Rotten Scoundrels,42039085
4863,"[12, 35, 10751, 14, 10749]",2897,19.369,Around the World in Eighty Days,42000000
6418,"[35, 18, 10749]",1968,16.837,Fools Rush In,42000000
2405,"[10749, 18]",613504,125.889,After We Collided,42000000
5990,"[18, 10402]",3537,15.963,Fame,42000000
2185,"[35, 18]",177,8.488,The Fisher King,41895491
9444,[35],82687,13.936,The Guilt Trip,41863726
4267,"[9648, 35, 80]",11843,17.4,The Return of the Pink Panther,41833347
7592,"[18, 35, 80]",11323,8.962,The Informant!,41771168
9910,"[12, 28, 35]",12208,23.735,Casino Royale,41744718
409,"[878, 18, 53]",78,36.952,Blade Runner,41722424
4780,"[27, 10752, 878]",438799,25.248,Overlord,41657844
4552,"[18, 28]",8456,39.99,Never Back Down,41627431
9279,"[10749, 35]",13596,18.471,My Best Friend's Girl,41624687
6041,[27],14254,20.937,The Uninvited,41624046
8792,"[28, 35]",12277,9.359,Undercover Brother,41604473
2033,[18],590,12.179,The Hours,41597830
4512,[35],11455,10.548,Up in Smoke,41590893
2606,"[80, 18, 53]",9400,15.568,Set It Off,41590886
7486,"[35, 10749]",11823,10.857,Wimbledon,41512007
2055,"[53, 9648, 12]",11963,22.933,Three Days of the Condor,41509797
6296,"[35, 27, 14]",928,26.227,Gremlins 2: The New Batch,41482207
3428,"[28, 80, 18]",9766,24.405,Gridiron Gang,41480851
5078,"[18, 36]",46332,15.747,Of Gods and Men,41424067
2673,[37],8879,24.588,Pale Rider,41410568
2504,"[18, 10751]",1088,9.898,Whale Rider,41400000
6091,"[35, 18]",328589,11.169,The Lady in the Van,41387687
7665,"[35, 18, 14]",10013,9.074,Peggy Sue Got Married,41382841
8826,"[35, 18, 10402]",275601,15.915,Ricki and the Flash,41325328
8764,"[35, 10751, 14]",10599,12.478,Pinocchio,41323171
8892,"[35, 10749, 18]",4942,9.337,Leatherheads,41299492
5460,"[18, 35]",239678,12.889,This Is Where I Leave You,41296320
5725,"[35, 18]",9403,9.531,Private Parts,41230799
5238,[35],9614,21.893,Happy Gilmore,41205099
535,"[16, 878, 28, 18]",22843,28.638,Evangelion: 2.0 You Can (Not) Advance,41162041
1227,"[28, 80, 53]",1051,11.969,The French Connection,41158757
3234,"[28, 12, 18]",445651,28.953,The Darkest Minds,41142379
4025,"[28, 12, 14, 10749]",10323,26.025,Clash of the Titans,41092328
7725,[35],345922,21.521,Fist Fight,41087017
4938,"[35, 18, 10749]",25189,8.71,The Mirror Has Two Faces,41083864
3450,"[80, 18, 53, 9648]",1073,14.217,Arlington Road,41067311
148,"[10749, 18]",398818,78.389,Call Me by Your Name,41063475
4291,"[28, 878]",49049,25.981,Dredd,41037742
9519,"[27, 18]",434555,34.6,The Possession of Hannah Grace,41036181
7165,"[27, 35]",58151,16.07,Fright Night,41002607
8015,"[27, 53]",11133,16.055,Poltergeist II: The Other Side,40996665
9514,"[28, 12, 80, 18, 53]",13572,13.764,Twisted,40954603
5286,"[18, 53, 80, 36]",4169,11.043,Breach,40953935
6189,"[35, 12]",5683,10.016,Pee-wee's Big Adventure,40940662
9628,[35],86868,6.394,Would I Lie to You? 3,40924982
9665,"[14, 53, 28, 80]",47327,26.636,Drive Angry,40909909
1888,"[80, 18, 53]",37094,24.547,Falling Down,40903593
6770,"[28, 27, 878]",443791,36.177,Underwater,40882928
8955,"[27, 878, 53]",13812,16.028,Quarantine,40855419
9416,"[27, 9648, 53]",11377,17.647,House on Haunted Hill,40846082
9139,"[28, 53, 878]",18501,21.779,Gamer,40828540
6537,"[12, 16, 10751, 37]",10380,29.545,An American Tail: Fievel Goes West,40766041
5510,"[35, 10751, 878]",2605,17.238,Short Circuit,40697761
8787,[35],10406,14.285,Encino Man,40693477
9597,"[18, 53, 878]",339988,26.914,The Circle,40651864
7645,"[27, 80, 9648]",602734,50.229,Spiral: From the Book of Saw,40618920
4823,"[35, 80]",31608,11.53,Three Fugitives,40590000
2812,"[12, 10751, 14, 16]",11639,15.924,The Dark Crystal,40577001
9102,"[28, 12, 35]",62206,26.342,30 Minutes or Less,40547440
6506,[53],12235,14.267,Jagged Edge,40500000
4028,"[12, 35, 878]",1648,21.319,Bill & Ted's Excellent Adventure,40485039
4416,"[35, 10749]",11522,13.571,Pretty in Pink,40471663
6947,"[28, 53]",10431,29.914,War,40452643
9150,[35],9927,8.997,The Ringer,40442437
3905,"[27, 9648, 18, 14]",310131,41.091,The Witch,40423945
5036,"[53, 878]",4437,19.28,2010,40400657
3612,"[18, 36, 10749]",18254,11.031,Reds,40382659
3812,"[12, 10751]",18444,12.546,Swiss Family Robinson,40356000
5978,"[28, 80, 53]",72387,24.358,Safe,40346186
261,"[18, 35]",400928,49.949,Gifted,40343446
5817,"[27, 878]",9276,19.076,The Faculty,40283321
1435,"[10749, 18]",258480,25.586,Carol,40272135
1744,"[80, 18]",140,16.183,Bad Education,40266982
4966,"[18, 10749, 35]",11622,21.138,Blast from the Past,40263020
6267,[18],20857,14.482,Hardball,40222729
954,"[16, 28, 35]",347201,133.482,Boruto: Naruto the Movie,40200000
1710,"[18, 10749]",713,16.128,The Piano,40185556
8287,"[878, 53, 9648]",4858,18.509,The Invasion,40170558
7763,"[28, 53, 80]",60672,21.932,Crimson Rivers II: Angels of the Apocalypse,40152148
9976,"[35, 10751]",417830,28.999,Diary of a Wimpy Kid: The Long Haul,40120144
5040,"[27, 53]",256274,35.105,"As Above, So Below",40100000
1185,"[35, 18]",5143,9.028,Hannah and Her Sisters,40084041
8922,"[16, 12, 35, 10751]",368940,19.364,Robinson Crusoe,40075446
6131,"[35, 10749]",11584,13.543,Roxanne,40050884
478,"[18, 80]",16,14.573,Dancer in the Dark,40031879
9918,"[27, 9648, 53]",3600,21.949,I Still Know What You Did Last Summer,40002112
2170,[18],14163,14.867,Chak De! India,40000000
905,"[80, 53, 35]",534780,12.877,Andhadhun,40000000
650,"[35, 18, 10749]",696,11.081,Manhattan,39946780
4340,"[28, 878]",338762,39.187,Bloodshot,39861118
5091,[35],11977,18.222,Caddyshack,39846344
5474,"[12, 35, 10749]",59860,21.577,Monte Carlo,39782683
2816,"[18, 80, 28]",10648,21.314,Magnum Force,39768000
146,"[9648, 53]",77,30.792,Memento,39723096
1924,"[80, 53, 18]",184,18.677,Jackie Brown,39673162
7591,"[28, 80]",14362,17.241,Out for Justice,39673161
4269,"[28, 27, 53]",581392,45.009,Peninsula,39657073
3271,"[80, 18, 53]",597208,66.139,Nightmare Alley,39629195
3126,"[14, 35, 10751]",10439,68.043,Hocus Pocus,39514713
5672,"[18, 14]",4958,13.223,The Legend of Bagger Vance,39459427
9817,[27],24150,24.138,Halloween II,39421467
6481,"[80, 28, 53]",189,51.108,Sin City: A Dame to Kill For,39407616
9299,"[35, 10749]",2565,14.875,Joe Versus the Volcano,39404261
1859,[18],687,14.55,Dead Man Walking,39363635
8169,"[35, 10749]",918,13.003,Blind Date,39321715
149,[35],620683,6.044,My Mom is a Character 3,39273021
8144,"[35, 10749]",11452,18.282,National Lampoon's Van Wilder,39241323
6097,"[28, 53]",625568,19.993,Unhinged,39238300
6458,"[35, 12, 37]",8388,17.127,¡Three Amigos!,39200000
2760,"[35, 18]",40807,28.871,50/50,39187783
8551,"[53, 80, 18]",284536,12.322,The Gambler,39171130
9638,"[27, 53]",1975,19.482,The Grudge 2,39143839
3394,"[18, 10402]",15765,11.49,What's Love Got to Do with It,39100000
5283,"[35, 18]",22414,7.429,Postcards from the Edge,39071603
4042,[35],445629,20.15,Fighting with My Family,39055536
5996,"[18, 35]",9779,16.246,The Sisterhood of the Traveling Pants,39053061
3585,"[12, 18, 36]",26428,14.44,Agora,39041505
7306,"[27, 9648]",11587,23.335,The Exorcist III,39024251
7941,"[12, 16, 10751]",50321,22.919,Mars Needs Moms,38992758
4411,"[18, 36, 10402]",491283,17.281,Judy,38981322
8473,"[28, 10751, 18, 12]",10495,22.737,The Karate Kid Part III,38956288
1624,"[18, 53, 80]",11615,24.001,The Life of David Gale,38955598
5553,"[35, 10749, 878]",11814,15.194,Weird Science,38934048
9508,"[27, 878, 53]",10344,14.395,The Fly II,38903179
1885,"[18, 10749]",6003,18.502,Romeo and Juliet,38901218
1809,"[878, 28, 12, 53]",16320,20.326,Serenity,38869464
7567,"[12, 80, 10751, 35]",425148,12.031,Show Dogs,38830219
9287,"[35, 28]",14423,11.197,First Sunday,38804615
9990,"[12, 10751, 878, 53]",15028,13.039,Clockstoppers,38793283
3937,"[27, 35]",10776,17.005,Little Shop of Horrors,38748395
8231,"[35, 10749]",12658,13.315,Someone Like You...,38689940
1629,"[18, 36]",339380,20.513,On the Basis of Sex,38673750
3187,"[16, 10751, 12, 9648]",9994,20.791,The Great Mouse Detective,38625550
4559,"[12, 28, 53]",10586,20.26,The Ghost and the Darkness,38619405
9765,"[9648, 27, 53]",1977,18.838,The Grudge 3,38610009
7717,"[27, 878, 28]",460458,129.004,Resident Evil: Welcome to Raccoon City,38600612
9584,"[35, 28]",434355,18.193,Taxi 5,38600000
1121,[18],1913,14.901,The Sea Inside,38535221
6447,[35],9788,18.704,Accepted,38505009
7516,"[9648, 18, 53]",69668,11.766,Dream House,38502340
9725,"[35, 10749]",348537,8.002,Spanish Affair 2,38482411
6754,[35],12309,22.155,Bachelor Party,38435947
2616,"[12, 35, 80, 28, 53]",9013,13.447,Midnight Run,38413606
958,"[16, 28, 12, 878]",768744,230.388,My Hero Academia: World Heroes' Mission,38410729
9823,"[28, 35, 80]",14034,11.03,What's the Worst That Could Happen?,38400000
2954,"[12, 35, 18]",17379,17.644,Last Holiday,38399961
6750,"[28, 53, 10752, 18]",1880,31.952,Red Dawn,38376497
9568,"[35, 10749]",9794,10.266,Employee of the Month,38368909
6721,"[53, 37, 12]",12146,16.055,The Missing,38364277
4794,"[18, 10402]",17332,13.217,The Soloist,38332994
4479,[18],198185,15.98,Million Dollar Arm,38307627
679,"[35, 18, 10749]",703,20.804,Annie Hall,38251425
7603,"[10749, 35, 10751, 14]",10869,18.582,Herbie Rides Again,38229000
4141,"[14, 16, 18, 10749, 10751]",18937,27.191,Quest for Camelot,38172500
7729,"[35, 18, 10751, 14, 10749]",10025,19.268,Just My Luck,38159905
5714,"[28, 878, 53]",865,18.775,The Running Man,38122105
4129,"[35, 878]",957,21.728,Spaceballs,38119483
1533,"[10751, 12, 18]",12837,14.498,The Secret Life of Bees,38105395
8662,"[35, 10751]",11011,32.354,Ri¢hie Ri¢h,38087756
9307,"[35, 18]",9034,9.914,The Banger Sisters,38068353
7498,[35],9899,12.204,The Producers,38058335
5965,"[53, 10749, 9648]",11498,12.1,Dead Again,38016380
806,"[18, 36, 10752]",205,20.599,Hotel Rwanda,38000000
9814,"[35, 14, 878]",10658,15.824,Howard the Duck,37962774
8887,[35],9099,11.479,Sgt. Bilko,37956793
5932,"[35, 18, 10749]",10660,14.472,It Could Happen to You,37939757
8018,"[80, 53]",64689,18.442,Killing Them Softly,37930465
9843,[35],372411,10.49,Absolutely Fabulous: The Movie,37915971
6901,"[28, 80, 53]",10651,23.722,The Dead Pool,37903295
936,[35],227932,6.628,My Mom is a Character 2,37858128
1554,[18],16858,10.921,All That Jazz,37823676
5274,"[18, 36]",457136,19.823,Mary Queen of Scots,37807625
7272,"[18, 10749, 35]",11557,11.322,St. Elmo's Fire,37803872
3028,"[10751, 12]",17264,8.361,The Black Stallion,37799643
9599,[35],9776,10.125,Head of State,37788228
102,"[53, 18, 10749]",290098,47.425,The Handmaiden,37767206
9676,"[28, 35, 14]",11817,18.828,Bulletproof Monk,37713879
3180,"[35, 53, 18]",8079,14.409,Om Shanti Om,37707444
9666,"[27, 53]",9793,59.355,The Hills Have Eyes 2,37697773
6013,"[12, 35, 18, 10749]",9681,16.749,Casanova,37691644
9554,"[14, 27]",9954,19.701,The Covenant,37597471
2104,"[80, 18, 53, 37]",338766,20.845,Hell or High Water,37589296
3476,"[10751, 16, 12, 14]",436931,61.231,Pokémon the Movie: I Choose You!,37552144
7947,"[12, 35, 18]",232572,14.818,A Walk in the Woods,37461274
3322,"[18, 10751, 10402]",17917,12.396,Oliver!,37402877
1594,[18],519010,14.442,Pain and Glory,37359689
2978,"[18, 36, 80, 53]",302401,21.589,Snowden,37357216
4459,"[18, 10749]",11086,11.947,The Majestic,37317558
2078,"[10749, 18]",2977,16.871,Becoming Jane,37311672
685,[18],925,17.373,Do the Right Thing,37295445
8207,"[27, 18, 53, 80]",13937,8.105,Raising Cain,37170057
2746,"[18, 36, 10752]",11165,15.559,Tora! Tora! Tora!,37150000
3129,"[80, 18]",1623,10.71,Brubaker,37121708
2379,[18],372519,38.03,The Ten Commandments: The Movie,37070177
52,"[53, 9648]",567,20.275,Rear Window,37034514
7773,"[878, 9648, 53]",10153,12.861,Sphere,37020277
9079,"[14, 27, 53]",46261,16.862,Don't Be Afraid of the Dark,36993168
3786,"[37, 18, 36]",384680,28.611,Hostiles,36976336
5196,"[28, 12]",568620,83.875,Snake Eyes: G.I. Joe Origins,36964325
6503,"[80, 35, 28]",112205,21.053,The Family,36894225
9542,"[28, 35, 80]",54054,13.543,One for the Money,36893721
1131,"[18, 878]",264660,35.985,Ex Machina,36869414
9386,"[35, 18, 10751, 878]",9849,16.358,My Favorite Martian,36850101
1564,"[28, 35]",6916,16.397,"Watch Out, We're Mad",36782781
9088,"[18, 10749]",10862,9.681,Bounce,36779296
5258,"[16, 28, 878, 10751, 12]",7450,17.041,Titan A.E.,36754634
2931,"[28, 80, 53]",5916,11.355,The Getaway,36734619
4010,"[12, 18, 53]",7305,27.61,Alive,36733909
8686,[27],9728,28.067,Friday the 13th Part III,36690067
5853,"[9648, 53, 18]",10866,17.08,Joy Ride,36642838
5348,"[10749, 35]",2621,9.591,Return to Me,36609995
5850,[18],295964,18.897,Burnt,36606743
7114,[35],25562,12.981,Soapdish,36489888
8102,"[35, 18, 10749]",13203,11.859,Son in Law,36448200
5971,"[35, 14, 10749]",10631,9.877,All of Me,36403064
7803,[35],11419,16.619,Vegas Vacation,36400360
2961,"[10751, 16, 10749]",10340,40.417,Lady and the Tramp,36359037
7059,"[35, 10749]",14177,14.533,Beauty Shop,36351350
2333,"[18, 35]",18947,16.796,The Boat That Rocked,36348784
7244,"[28, 12, 878]",9355,28.378,Mad Max Beyond Thunderdome,36230219
2949,"[10752, 28, 18, 36]",505954,14.025,T-34,36220872
8053,[35],55465,18.106,A Very Harold & Kumar Christmas,36192775
5587,[35],10970,8.789,Silent Movie,36145695
3265,"[18, 10749]",1643,19.78,Last Tango in Paris,36144000
8428,"[18, 10749]",25643,12.87,Love Happens,36133014
2858,"[35, 10749]",19265,16.276,Whatever Works,36020534
1532,"[28, 36, 18]",37472,3.7,Ip Man 2,36000000
3158,"[9648, 18, 53]",445,9.938,Caché,36000000
1394,"[28, 80, 53]",984,22.775,Dirty Harry,35976000
7601,"[18, 36]",115782,17.672,Jobs,35931410
1448,"[18, 10749]",239571,25.967,The Best of Me,35926213
1827,[18],7863,11.114,Shine,35892330
4125,"[10752, 18]",10627,11.837,Taps,35856053
8851,"[12, 10751, 878, 28]",9570,10.887,The Black Hole,35841901
6029,"[12, 18]",399360,34.93,Alpha,35808437
7085,"[27, 53]",11186,56.715,Child's Play 2,35763605
4208,"[35, 18, 10749]",11091,12.916,Riding in Cars with Boys,35743308
5401,[35],8005,30.217,Robin Hood: Men in Tights,35739755
8799,[27],1691,34.645,Hostel: Part II,35728183
2666,"[18, 53, 9648]",4176,15.64,Murder on the Orient Express,35700000
3133,"[12, 18, 53]",44115,26.023,127 Hours,35692920
3412,"[18, 53]",12502,10.884,Silkwood,35600000
9605,"[35, 10751]",12499,11.437,Fathers' Day,35598376
4440,"[35, 18, 10751]",17908,10.136,My Dog Skip,35547761
8119,"[10751, 16]",509730,26.228,The Queen's Corgi,35515687
3850,[53],10083,11.526,No Way Out,35509515
7704,"[35, 10749, 18]",9541,12.416,Jersey Girl,35492921
1994,"[12, 10751, 18]",498248,25.907,Mia and the White Lion,35487190
3600,"[18, 80]",97367,17.234,The Place Beyond the Pines,35485608
6833,"[18, 53]",60599,20.836,Arbitrage,35485056
4553,"[35, 18, 10749]",4587,15.795,Mermaids,35419397
7885,"[53, 18, 9648, 10749]",2057,31.563,Original Sin,35402320
263,"[18, 53]",264644,23.516,Room,35401758
3595,"[10749, 16, 10751, 35, 12]",15789,25.341,A Goofy Movie,35348597
7159,"[27, 53]",10294,24.112,Vacancy,35300645
7494,"[28, 80, 53, 18]",8978,17.486,Assault on Precinct 13,35294470
9469,"[35, 10749]",12518,9.673,Honeymoon in Vegas,35208854
6015,"[18, 36, 10752, 53, 9648]",8665,17.674,K-19: The Widowmaker,35168966
7674,"[28, 80, 53, 18]",446807,19.563,The Girl in the Spider's Web,35164920
8230,"[35, 80, 9648]",14628,9.389,Fletch Lives,35150960
6351,[35],14671,12.244,Summer School,35114428
5419,"[18, 10751, 10749]",13967,11.329,Miss Potter,35078241
8881,"[35, 18, 10749]",8849,17.03,Alfie,35060882
4932,"[18, 10749]",75900,18.023,My Week with Marilyn,35057696
1213,"[18, 80]",11327,14.879,Midnight Express,35000000
8944,[35],85038,8.077,Welcome to the North,35000000
7399,"[28, 80]",9604,20.497,Red Heat,34994648
3427,"[12, 14]",11527,19.527,Excalibur,34967437
345,"[16, 18]",242828,31.924,When Marnie Was There,34949567
9473,[35],57431,17.119,The Sitter,34942188
135,"[80, 18]",470044,25.145,The Hate U Give,34934009
9959,"[27, 53]",11284,43.924,Freddy's Dead: The Final Nightmare,34900000
6390,"[53, 9648, 18, 80]",290751,12.086,Secret in Their Eyes,34854990
2789,"[12, 35, 18]",421,15.816,The Life Aquatic with Steve Zissou,34808403
3570,"[878, 53]",1272,20.321,Sunshine,34806812
4895,"[28, 12, 18, 10751]",12227,18.718,White Fang,34793160
4476,[53],464502,17.692,Acrimony,34764055
8524,"[53, 80, 18]",98357,22.368,Broken City,34737199
6093,"[27, 9648, 53]",10576,16.242,Psycho II,34725000
2319,"[18, 10749]",38684,16.97,Jane Eyre,34710627
5377,"[35, 18]",39781,11.459,The Kids Are All Right,34705850
1325,"[18, 36, 10752]",625,12.517,The Killing Fields,34700291
983,"[18, 10751]",13466,13.28,October Sky,34698685
7270,"[35, 10749]",2058,10.165,Addicted to Love,34673095
2243,"[18, 10749]",859,16.281,Dangerous Liaisons,34670720
2123,"[80, 18, 9648]",4771,21.741,Gone Baby Gone,34619699
901,"[18, 53, 80, 36, 9648]",1632,18.801,Mississippi Burning,34604000
8988,"[28, 35]",382597,13.943,R.A.I.D. Special Unit,34598750
8459,"[53, 12, 9648, 14, 27, 878]",208763,14.399,Forbidden Empire,34592118
3972,"[35, 18, 10749, 10402]",9591,14.21,That Thing You Do!,34585416
3413,"[18, 36, 53, 10752]",11973,16.139,Thirteen Days,34566746
6289,"[18, 10749, 35]",81025,9.746,Salmon Fishing in the Yemen,34564651
8035,"[28, 53, 80]",15092,55.435,Crank: High Voltage,34560577
1502,"[35, 18, 80]",8321,19.651,In Bruges,34533783
1219,[18],72213,34.241,Courageous,34522221
4467,"[18, 36]",321697,19.892,Steve Jobs,34441873
2960,"[10402, 18]",10537,16.627,The Doors,34416893
9915,[53],20616,11.843,Swimfan,34411240
4047,[35],14367,14.448,Adventures in Babysitting,34368475
5382,"[28, 35, 10402, 10751, 12, 10749]",10874,8.807,Muppet Treasure Island,34327391
5693,"[10751, 12, 16, 14]",34065,22.724,Pokémon: Destiny Deoxys,34300000
1785,"[53, 18, 80]",1359,65.255,American Psycho,34266564
8578,[35],13341,15.86,Bad News Bears,34252847
6268,"[18, 10402, 14]",11326,10.777,Tommy,34251525
7364,"[18, 28, 53, 80]",10632,13.767,The Hunted,34234008
8458,"[18, 878, 53]",228066,18.233,Victor Frankenstein,34227298
9371,[35],345914,17.094,The House,34200000
2326,"[12, 18, 28]",246,16.087,Zatoichi,34196922
5476,"[16, 12, 35, 10751]",452773,59.412,Tad the Lost Explorer and the Secret of King Midas,34156960
6218,"[18, 53]",12117,11.08,Instinct,34105207
1153,[18],12498,10.393,Sling Blade,34100000
7437,"[14, 12, 28, 9648]",35552,23.762,The Extraordinary Adventures of Adèle Blanc-Sec,34100000
3888,"[18, 10749]",226857,17.94,Endless Love,34077920
5199,"[16, 12, 10749]",153158,58.813,Underdogs,34061097
7615,"[28, 80, 18, 53]",395990,28.222,Death Wish,34017028
3313,"[27, 9648, 18]",8408,16.475,Day of the Dead,34000000
328,"[80, 9648, 53, 10749, 18]",25376,19.577,The Secret in Their Eyes,33965843
8310,"[27, 9648, 53]",11015,13.451,The Relic,33956608
5398,"[35, 18, 10749]",10409,14.016,Strictly Ballroom,33946224
1542,"[18, 36, 80]",292011,17.161,Richard Jewell,33904605
4395,"[35, 18, 10749]",9655,31.637,She's the Man,33889159
4706,[80],511322,15.703,The Good Liar,33856058
4048,"[35, 80]",12268,13.535,The Pink Panther Strikes Again,33833201
2202,"[27, 53]",7340,27.12,Carrie,33800000
6349,[35],2294,16.436,Jay and Silent Bob Strike Back,33788161
2823,"[35, 18, 10749]",10564,12.536,Where the Heart Is,33771174
104,"[35, 18, 10749]",522924,28.427,The Art of Racing in the Rain,33766787
9278,[35],19698,9.327,Porky's II: The Next Day,33759266
1094,"[12, 14, 10751]",630,70.362,The Wizard of Oz,33754967
1261,"[53, 18, 27]",63311,24.566,The Skin I Live In,33750478
118,"[16, 18, 10749]",504253,47.464,I Want to Eat Your Pancreas,33748006
627,[18],396,11.107,Who's Afraid of Virginia Woolf?,33736689
2281,"[80, 18]",227,24.1,The Outsiders,33697647
6115,"[35, 18, 10751, 10749]",11894,12.878,Curly Sue,33691313
3967,"[28, 18]",55292,17.544,Shaolin,33662874
1669,"[18, 10749]",1391,36.911,Y Tu Mamá También,33616692
7956,"[27, 9648, 53]",44040,18.847,Devil,33583175
6226,"[28, 35]",454992,20.332,The Spy Who Dumped Me,33562069
6050,"[35, 10402, 18]",12182,16.862,Nick and Norah's Infinite Playlist,33556631
7029,[35],10426,12.777,Friday After Next,33526835
7419,"[35, 10749]",7942,11.249,"Run, Fatboy, Run",33478921
9363,[35],13260,14.699,Semi-Pro,33472850
9210,"[53, 28, 878]",8870,11.626,Red Planet,33463969
2808,"[35, 10751, 14]",10830,51.928,Matilda,33459416
640,"[28, 12, 18]",602063,42.966,Rurouni Kenshin: The Final,33457923
1104,"[18, 10749]",14438,37.912,Fireproof,33456317
4413,"[18, 10402]",239566,11.924,Get on Up,33448971
9819,"[35, 14, 12]",11469,16.923,Black Knight,33422806
683,[18],84892,39.61,The Perks of Being a Wallflower,33400000
604,"[18, 27, 53]",805,18.41,Rosemary's Baby,33395426
9269,"[28, 18, 53]",70435,18.706,Haywire,33372606
9428,"[53, 878]",22825,11.913,The Box,33333531
3094,"[80, 18, 53]",17443,12.487,...And Justice for All,33300000
9919,"[28, 12, 27, 53]",9042,22.171,The Cave,33296457
4969,"[878, 53, 18]",227719,38.606,Project Almanac,33213241
3370,"[35, 10749, 10402]",14030,12.446,"Hello, Dolly!",33208099
7345,[35],454293,15.325,Night School,33157615
4337,"[35, 80]",86838,15.122,Seven Psychopaths,33035736
9579,[35],17350,7.745,The Brice Man,33026616
4642,"[35, 80, 18, 10749, 53]",4912,10.102,Confessions of a Dangerous Mind,33013805
4821,"[878, 28, 12]",97,23.806,Tron,33000000
2098,"[35, 27, 53]",593643,459.386,The Menu,33000000
7642,[27],9730,31.262,Friday the 13th: The Final Chapter,32980880
8494,"[28, 53, 878]",81796,29.863,Lockout,32948113
2544,"[18, 10402]",86829,17.059,Inside Llewyn Davis,32935319
7680,"[27, 53, 878]",531309,30.389,Brightburn,32893421
1021,"[18, 37]",1712,14.993,Giant,32855818
8956,[35],8457,15.763,Drillbit Taylor,32853640
1751,"[35, 80, 18]",2757,15.119,Adaptation.,32801173
6159,"[80, 53, 27, 18]",18405,27.31,The Last House on the Left,32721635
6789,"[10751, 14, 16, 12]",13225,16.797,FernGully: The Last Rainforest,32710894
5731,"[12, 35, 18, 10751]",25059,18.924,Homeward Bound II: Lost in San Francisco,32709423
8762,[35],28597,20.33,Problem Child 2,32704700
3993,"[10749, 35]",25195,27.566,Leap Year,32686500
4261,[35],11381,12.314,Tommy Boy,32648673
9059,"[80, 9648, 53]",3489,18.536,88 Minutes,32593385
951,"[878, 12, 18, 28]",871,50.193,Planet of the Apes,32589624
7150,"[18, 10749]",16409,9.431,Last Chance Harvey,32562782
7740,"[80, 28, 53]",254904,23.334,The November Man,32556119
8427,"[28, 80, 53]",324542,17.291,Sleepless,32540674
9191,"[28, 80, 53]",430040,25.364,The Hurricane Heist,32517248
2665,"[27, 9648]",8329,39.552,[REC],32511655
2514,"[35, 80, 9648, 53]",6037,15.982,Murder by Death,32511047
9234,"[28, 27, 53]",118957,15.76,Bait,32500000
6275,"[18, 10749]",1713,8.6,Jungle Fever,32482682
8594,[28],17336,17.778,Fighting,32474120
4891,"[10751, 16, 10402]",454458,26.97,UglyDolls,32450241
1361,"[10751, 35]",11528,16.146,The Sandlot,32416586
7304,"[35, 14, 10749]",23082,20.624,The Invention of Lying,32406507
4913,"[28, 35]",513045,17.832,Stuber,32400000
4407,"[80, 28, 35, 53]",33542,26.502,Rumble in the Bronx,32392047
6511,"[18, 10752]",10592,11.982,Hart's War,32287044
3457,"[18, 10749]",10436,12.727,The Age of Innocence,32255440
3152,"[27, 35, 53]",1547,22.16,The Lost Boys,32222567
3424,[37],11509,16.921,Silverado,32192570
9319,"[53, 28, 80, 18]",2155,18.042,Reindeer Games,32168970
7854,"[80, 878, 53]",10128,7.576,Alien Nation,32155047
7841,"[28, 12, 14, 10751]",454294,20.429,The Kid Who Would Be King,32140970
3671,[18],15163,9.154,Amazing Grace,32120360
3808,"[878, 18, 28]",514207,23.853,Invasion,32104054
9499,"[878, 27]",10163,11.472,The Lawnmower Man,32100816
2197,"[16, 10751]",11886,34.793,Robin Hood,32056467
6706,"[35, 10749]",38303,21.201,You Again,32054369
5855,"[53, 80]",1710,14.353,Copycat,32000000
8008,[35],13997,10.318,Black Sheep,32000000
9217,"[28, 12, 35, 80, 53]",8860,10.84,Metro,31987563
1801,"[27, 35]",814,29.643,An American Werewolf in London,31973249
3756,"[9648, 53, 27]",11033,16.091,Dressed to Kill,31899000
4159,"[53, 18, 9648, 80]",446021,23.625,Bad Times at the El Royale,31882724
3597,"[18, 10749]",1890,10.487,Children of a Lesser God,31853080
9740,"[12, 18, 14, 10751, 53]",2274,12.274,The Seeker: The Dark Is Rising,31852619
6271,"[878, 9648, 53, 28]",238615,28.385,Self/less,31807156
1318,[37],10747,21.088,The Outlaw Josey Wales,31800000
7528,"[80, 53, 28]",9573,16.739,Blood Work,31794718
